Image,PSPI,AU4,AU6,AU7,AU9,AU10,AU12,AU20,AU25,AU26,AU43
10em10_10.10.png,5.27822732925415,0.23004218935966492,0.0805458053946495,0.1180267259478569,0.5633219480514526,4.491800308227539,0.17473667860031128,-0.08202847838401794,-0.03227497264742851,-0.11436311900615692,0.013823759742081165
10em10_10.2.png,1.792206883430481,0.4570254981517792,0.08343327790498734,0.6319983005523682,0.16388364136219025,0.539825439453125,0.22100847959518433,0.03013286553323269,0.042237915098667145,-0.1712779700756073,-0.012350155971944332
10em10_10.4.png,2.710463285446167,0.24916258454322815,0.154058575630188,0.290393590927124,0.41091716289520264,1.7682764530181885,0.20313821732997894,-0.061914827674627304,-0.06291542947292328,-0.12229697406291962,-0.0019299588166177273
10em10_10.6.png,3.6259679794311523,0.21304942667484283,0.09091651439666748,0.1575695127248764,0.48512503504753113,2.8563756942749023,0.22748109698295593,-0.06492406874895096,-0.060994334518909454,-0.11608077585697174,0.004764878191053867
10em10_10.8.png,4.523838996887207,0.21716104447841644,0.08531961590051651,0.12120334804058075,0.46486103534698486,3.8247203826904297,0.17750877141952515,-0.06834887713193893,-0.038979422301054,-0.11724220216274261,0.011805045418441296
12em10_12.10.png,0.7047139406204224,0.1440371721982956,-0.03577718511223793,0.5601755976676941,0.07584409415721893,0.03758948668837547,4.698996067047119,-0.0583939328789711,-0.06040622293949127,-0.08680548518896103,-0.000346197048202157
12em10_12.2.png,1.3383831977844238,0.35763251781463623,-0.04040048271417618,1.0598173141479492,-0.015922266989946365,0.016660651192069054,1.1720072031021118,0.07136932760477066,-0.06123363599181175,-0.17039677500724792,-0.019026296213269234
12em10_12.4.png,1.090442419052124,0.2684573233127594,-0.09041440486907959,0.992546796798706,-0.020948871970176697,-0.01844465360045433,2.160620927810669,-0.0036932621151208878,-0.037105679512023926,-0.15938273072242737,-0.021694287657737732
12em10_12.6.png,0.8824136853218079,0.2026950567960739,-0.08495934307575226,0.799701452255249,0.0065785180777311325,0.018881823867559433,3.101991653442383,-0.052416592836380005,-0.03595510870218277,-0.13163523375988007,-0.019513770937919617
12em10_12.8.png,0.7982710003852844,0.17863017320632935,-0.05847437307238579,0.6670773029327393,0.06754724681377411,0.029337406158447266,3.9793033599853516,-0.06393074989318848,-0.060178693383932114,-0.1021234542131424,-0.008078202605247498
20em10_20.10.png,0.5814993977546692,0.3376374840736389,-0.08532244712114334,0.35064810514450073,-0.010497230105102062,-0.06986226886510849,-0.04861608147621155,3.519638776779175,0.0444694384932518,-0.11678274720907211,-0.014766586013138294
20em10_20.2.png,1.251818060874939,0.5155969858169556,-0.08555807173252106,0.7830215096473694,-0.027093421667814255,0.021663397550582886,0.15458863973617554,0.724928081035614,0.06476923823356628,-0.19196975231170654,-0.0014002725947648287
20em10_20.4.png,1.0597501993179321,0.49301695823669434,-0.09826941788196564,0.658492386341095,-0.04204198718070984,-0.014579534530639648,0.09157972037792206,1.3488988876342773,0.08554854243993759,-0.19159413874149323,-0.01101638562977314
20em10_20.6.png,0.8884518146514893,0.4672105610370636,-0.10566593706607819,0.5513599514961243,-0.05747178569436073,-0.04159053787589073,0.043808601796627045,2.0429630279541016,0.09858541190624237,-0.18781372904777527,-0.01825721748173237
20em10_20.8.png,0.702430009841919,0.3944094777107239,-0.10001277923583984,0.4382321834564209,-0.04395456984639168,-0.05539925396442413,-0.0021027144975960255,2.79323148727417,0.0763828307390213,-0.1578192263841629,-0.02055480144917965
25em10_25.10.png,0.6257225275039673,0.45384451746940613,-0.0584319531917572,0.24686738848686218,-0.027599232271313667,0.0072922781109809875,-0.02005627751350403,-0.07493576407432556,3.999600887298584,-0.09137330949306488,-0.04168333485722542
25em10_25.2.png,1.404144048690796,0.5917235016822815,-0.098811075091362,0.8124207854270935,-0.021092062816023827,0.08885504305362701,0.1405031681060791,0.20916911959648132,0.23867154121398926,-0.151136577129364,0.0012756255455315113
25em10_25.4.png,1.1628320217132568,0.5705466270446777,-0.10212482511997223,0.5823712944984436,-0.06166386604309082,0.14004601538181305,0.09727850556373596,0.06939984858036041,1.1774115562438965,-0.1993347853422165,-0.01302100345492363
25em10_25.6.png,0.9839292764663696,0.5216013789176941,-0.07040591537952423,0.4207897484302521,-0.052218951284885406,0.16278761625289917,0.05543813481926918,-0.029389608651399612,2.066209554672241,-0.20202980935573578,-0.026660826057195663
25em10_25.8.png,0.800823450088501,0.5113959908485413,-0.05423474311828613,0.32529717683792114,-0.031993184238672256,0.053214751183986664,-0.005650676321238279,-0.06337075680494308,3.049973487854004,-0.14621728658676147,-0.039696093648672104
26em10_26.10.png,0.892166256904602,0.5085814595222473,-0.03141135349869728,0.5268069505691528,0.0464804470539093,-0.042724624276161194,-0.06089981645345688,-0.12267812341451645,0.5227819681167603,2.8217079639434814,-0.02720363810658455
26em10_26.2.png,1.6180490255355835,0.6805299520492554,-0.0586182177066803,0.9142930507659912,0.008779419586062431,0.09681946784257889,0.047598935663700104,0.06373480707406998,0.21206679940223694,-0.06508743762969971,-0.014288784936070442
26em10_26.4.png,1.5769672393798828,0.7117201089859009,-0.05530492961406708,0.9290310144424438,0.005315085873007774,0.06030169129371643,-0.029235124588012695,-0.03152326121926308,0.2851388454437256,0.4031258821487427,-0.023476578295230865
26em10_26.6.png,1.359207034111023,0.6234101057052612,-0.05296394228935242,0.8743205070495605,0.010988479480147362,0.01855037547647953,-0.04237782210111618,-0.10478309541940689,0.34048691391944885,1.2972629070281982,-0.031209461390972137
26em10_26.8.png,1.141810417175293,0.6025022268295288,-0.03192724287509918,0.6845831274986267,0.02574169635772705,-0.009932544082403183,-0.05986880511045456,-0.1457350105047226,0.4592328667640686,2.0167932510375977,-0.03061620146036148
43em10_43.10.png,2.439267873764038,0.355044424533844,-0.2152547389268875,1.5065488815307617,0.024950165301561356,0.04373960196971893,0.034123171120882034,0.08997681736946106,-0.019187310710549355,-0.21682725846767426,0.6777584552764893
4em10_4.10.png,5.059786319732666,4.6572160720825195,0.04317814111709595,0.22188417613506317,0.13075238466262817,0.042226165533065796,0.04261360317468643,0.06885634362697601,-0.06562457978725433,-0.17991913855075836,0.00859922356903553
4em10_4.2.png,2.394627809524536,1.6760170459747314,-0.02816099300980568,0.6960427165031433,0.018009191378951073,0.06024562567472458,0.11748429387807846,0.18379071354866028,0.01239752396941185,-0.19679775834083557,-0.01105092465877533
4em10_4.4.png,3.287277936935425,2.848224401473999,0.02173415943980217,0.3908369243144989,0.03512101247906685,0.053041450679302216,0.07761747390031815,0.13219064474105835,-0.02057291753590107,-0.189403235912323,-0.00991809368133545
4em10_4.6.png,4.130560874938965,3.815826892852783,0.0479961596429348,0.23062989115715027,0.034903328865766525,0.05114678293466568,0.061830129474401474,0.10269583761692047,-0.03977257013320923,-0.17768201231956482,-0.0023490481544286013
4em10_4.8.png,4.631204128265381,4.295811176300049,0.04109702631831169,0.19402819871902466,0.07751302421092987,0.049963533878326416,0.0490226224064827,0.07972843945026398,-0.05501240864396095,-0.17503145337104797,0.00628020241856575
6em10_6.10.png,5.071105003356934,0.34698933362960815,3.225105047225952,1.5888075828552246,-0.02337893843650818,0.035960808396339417,0.15775692462921143,0.05665753036737442,-0.025929976254701614,-0.27789732813835144,-0.044087789952754974
6em10_6.2.png,2.238492965698242,0.501157283782959,0.30384260416030884,1.3978800773620605,0.0033952202647924423,0.07622228562831879,0.19763189554214478,0.17516908049583435,0.03062807396054268,-0.2267291247844696,-0.036942362785339355
6em10_6.4.png,3.0498640537261963,0.4392815828323364,0.9477898478507996,1.6710394620895386,-0.017075631767511368,0.06974367797374725,0.175696462392807,0.11984896659851074,0.01590149849653244,-0.25991204380989075,-0.04887216538190842
